Entity,Code,Year,"Railways, passengers carried (passenger-km) (passenger-km)"
Peru,PER,1987,576430000
Peru,PER,1988,585714000
Peru,PER,1989,658941000
Peru,PER,1990,469273000
Peru,PER,1991,319772000
Peru,PER,1994,234000000
Peru,PER,1995,216000000
Peru,PER,1996,172478000
Peru,PER,1997,159000000
Peru,PER,1999,127000000
Peru,PER,2005,119000000
Peru,PER,2006,119000000
Peru,PER,2008,55000000
Peru,PER,2009,78000000
Peru,PER,2010,76000000
Peru,PER,2011,76000000
Peru,PER,2012,76000000
Peru,PER,2013,76000000
Peru,PER,2014,76000000
Philippines,PHL,1985,206000000
Philippines,PHL,1986,209000000
Philippines,PHL,1987,245000000
Philippines,PHL,1988,250000000
Philippines,PHL,1989,267000000
Philippines,PHL,1990,341000000
Philippines,PHL,1991,242103000
Philippines,PHL,1992,151415000
Philippines,PHL,1993,165257000
Philippines,PHL,1994,176032000
Philippines,PHL,1995,220394000
Philippines,PHL,1996,120500000
Philippines,PHL,1997,214600000
Philippines,PHL,1998,247000000
Philippines,PHL,1999,242000000
Philippines,PHL,2000,171000000
Philippines,PHL,2001,177000000
Philippines,PHL,2002,148000000
Philippines,PHL,2003,137000000
Philippines,PHL,2004,144000000
Philippines,PHL,2006,83000000
Poland,POL,1980,46300000000
Poland,POL,1981,48238000000
Poland,POL,1982,49266000000
Poland,POL,1983,50153000000
Poland,POL,1984,53179000000
Poland,POL,1985,51978000000
Poland,POL,1986,49526000000
Poland,POL,1987,48285000000
Poland,POL,1988,52134000000
Poland,POL,1989,55888000000
Poland,POL,1990,50373000000
Poland,POL,1991,40700000000
Poland,POL,1992,32600000000
Poland,POL,1993,32800000000
Poland,POL,1994,27600000000
Poland,POL,1995,26600000000
Poland,POL,1996,26600000000
Poland,POL,1997,25795000000
Poland,POL,1998,25651000000
Poland,POL,1999,26187000000
Poland,POL,2000,24226000000
Poland,POL,2001,18208000000
Poland,POL,2002,17310000000
Poland,POL,2003,19643000000
Poland,POL,2004,18626000000
Poland,POL,2005,16742000000
Poland,POL,2006,16976000000
Poland,POL,2007,17081000000
Poland,POL,2008,17958000000
Poland,POL,2009,16454000000
Poland,POL,2010,15715000000
Poland,POL,2011,15724000000
Poland,POL,2012,14720000000
Poland,POL,2013,12941000000
Poland,POL,2014,11865000000
Poland,POL,2015,10117000000
Poland,POL,2016,9466300000
Portugal,PRT,1980,6077000000
Portugal,PRT,1981,5855700000
Portugal,PRT,1982,5414300000
Portugal,PRT,1983,5195000000
Portugal,PRT,1984,5456000000
Portugal,PRT,1985,5725000000
Portugal,PRT,1986,5803000000
Portugal,PRT,1987,5907000000
Portugal,PRT,1988,6036000000
Portugal,PRT,1989,5908000000
Portugal,PRT,1990,5664000000
Portugal,PRT,1991,5688000000
Portugal,PRT,1992,5694000000
Portugal,PRT,1993,5397000000
Portugal,PRT,1994,5110000000
Portugal,PRT,1995,4809000000
Portugal,PRT,1996,4502000000
Portugal,PRT,1997,4565000000
Portugal,PRT,1998,4602000000
Portugal,PRT,1999,4329000000
Portugal,PRT,2000,3632000000
Portugal,PRT,2001,3692000000
Portugal,PRT,2002,3683000000
Portugal,PRT,2003,3339000000
Portugal,PRT,2004,3415000000
Portugal,PRT,2005,3412000000
Portugal,PRT,2006,3514000000
Portugal,PRT,2007,3610000000
Portugal,PRT,2008,3814000000
Portugal,PRT,2009,3766000000
Portugal,PRT,2010,3718000000
Portugal,PRT,2011,3750000000
Portugal,PRT,2012,3443000000
Portugal,PRT,2013,3310670000
Portugal,PRT,2014,3518810000
Portugal,PRT,2015,3624900000
Portugal,PRT,2016,3802760000
Post-demographic dividend,,1980,7380000000
Post-demographic dividend,,1981,8082050000
Post-demographic dividend,,1982,8086500000
Post-demographic dividend,,1983,8102500000
Post-demographic dividend,,1984,7538000000
Post-demographic dividend,,1985,7785000000
Post-demographic dividend,,1986,7668000000
Post-demographic dividend,,1987,8075000000
Post-demographic dividend,,1988,8143000000
Post-demographic dividend,,1989,8022827500
Post-demographic dividend,,1990,8575000000
Post-demographic dividend,,1991,7989500000
Post-demographic dividend,,1992,7904000000
Post-demographic dividend,,1993,8437799999.999999
Post-demographic dividend,,1994,8453000000
Post-demographic dividend,,1995,8149500000
Post-demographic dividend,,1996,8110000000
Post-demographic dividend,,1997,7710000000
Post-demographic dividend,,1998,7971000000
Post-demographic dividend,,1999,7434000000
Post-demographic dividend,,2000,7510500000
Post-demographic dividend,,2001,8139000000
Post-demographic dividend,,2002,7823500000
Post-demographic dividend,,2003,7725000000
Post-demographic dividend,,2004,8259000000
Post-demographic dividend,,2005,6883000000
Post-demographic dividend,,2006,6923000000
Post-demographic dividend,,2007,6855000000
Post-demographic dividend,,2008,6957500000
Post-demographic dividend,,2009,7175000000
Post-demographic dividend,,2010,7491500000
Post-demographic dividend,,2011,8729500000
Post-demographic dividend,,2012,8310500000
Post-demographic dividend,,2013,7961000000
Post-demographic dividend,,2014,7374000000
Post-demographic dividend,,2015,7143500000
Post-demographic dividend,,2016,6156000000
Romania,ROU,1980,23220000000
Romania,ROU,1981,24379000000
Romania,ROU,1982,25578000000
Romania,ROU,1983,27676000000
Romania,ROU,1984,28785000000
Romania,ROU,1985,31082000000
Romania,ROU,1986,32304319000
Romania,ROU,1987,33519947999.999996
Romania,ROU,1988,34642833000
Romania,ROU,1989,35456000000
Romania,ROU,1990,30582000000
Romania,ROU,1991,25429000000
Romania,ROU,1992,24269000000
Romania,ROU,1993,19402000000
Romania,ROU,1994,18313000000
Romania,ROU,1995,20124000000
Romania,ROU,1996,18289000000
Romania,ROU,1997,15794000000
Romania,ROU,1998,13422000000
Romania,ROU,1999,12304000000
Romania,ROU,2000,11632000000
Romania,ROU,2001,10965000000
Romania,ROU,2002,8502000000
Romania,ROU,2003,8528000000
Romania,ROU,2004,8633000000
Romania,ROU,2005,7960000000
Romania,ROU,2006,8053000000
Romania,ROU,2007,7417000000
Romania,ROU,2008,6880000000
Romania,ROU,2009,5975000000
Romania,ROU,2010,5248000000
Romania,ROU,2011,4814000000
Romania,ROU,2012,4148000000
Romania,ROU,2013,3988000000
Romania,ROU,2014,4976620000
Romania,ROU,2015,4911170000
Romania,ROU,2016,4460000000
Russia,RUS,1980,227300000000
Russia,RUS,1988,273615000000
Russia,RUS,1989,270112000000
Russia,RUS,1990,274000000000
Russia,RUS,1991,255000000000
Russia,RUS,1992,253200000000
Russia,RUS,1993,272475000000
Russia,RUS,1994,227102000000
Russia,RUS,1995,192117000000
Russia,RUS,1996,181200000000
Russia,RUS,1997,170300000000
Russia,RUS,1998,152900000000
Russia,RUS,1999,141042000000
Russia,RUS,2000,167100000000
Russia,RUS,2001,158000000000
Russia,RUS,2002,152900000000
Russia,RUS,2003,155573000000
Russia,RUS,2004,164272000000
Russia,RUS,2005,164262000000
Russia,RUS,2006,173699000000
Russia,RUS,2007,173411000000
Russia,RUS,2008,175800000000
Russia,RUS,2009,153500000000
Russia,RUS,2010,139028000000
Russia,RUS,2011,139842000000
Russia,RUS,2012,144612000000
Russia,RUS,2013,138517000000
Russia,RUS,2014,223420000000
Russia,RUS,2015,206513000000
Saudi Arabia,SAU,1980,86000000
Saudi Arabia,SAU,1981,89000000
Saudi Arabia,SAU,1982,88000000
Saudi Arabia,SAU,1983,100000000
Saudi Arabia,SAU,1984,95000000
Saudi Arabia,SAU,1985,74000000
Saudi Arabia,SAU,1986,82000000
Saudi Arabia,SAU,1987,76000000
Saudi Arabia,SAU,1988,104000000
Saudi Arabia,SAU,1989,88000000
Saudi Arabia,SAU,1990,156000000
Saudi Arabia,SAU,1991,151000000
Saudi Arabia,SAU,1992,139000000
Saudi Arabia,SAU,1993,140000000
Saudi Arabia,SAU,1994,139000000
Saudi Arabia,SAU,1995,164000000
Saudi Arabia,SAU,1996,181000000
Saudi Arabia,SAU,1997,213000000
Saudi Arabia,SAU,1998,219000000
Saudi Arabia,SAU,1999,267000000
Saudi Arabia,SAU,2000,288000000
Saudi Arabia,SAU,2001,325000000
Saudi Arabia,SAU,2002,239000000
Saudi Arabia,SAU,2003,293000000
Saudi Arabia,SAU,2004,364000000
Saudi Arabia,SAU,2005,393000000
Saudi Arabia,SAU,2006,369000000
Saudi Arabia,SAU,2007,345000000
Saudi Arabia,SAU,2008,337000000
Saudi Arabia,SAU,2009,337000000
Saudi Arabia,SAU,2010,337000000
Saudi Arabia,SAU,2011,297000000
Saudi Arabia,SAU,2012,297000000
Saudi Arabia,SAU,2013,297000000
Saudi Arabia,SAU,2014,297000000
Senegal,SEN,1980,100000000
Senegal,SEN,1981,105000000
Senegal,SEN,1982,108000000
Senegal,SEN,1983,74000000
Senegal,SEN,1984,69000000
Senegal,SEN,1985,70000000
Senegal,SEN,1986,67000000
Senegal,SEN,1987,89000000
Senegal,SEN,1988,143000000
Senegal,SEN,1989,139000000
Senegal,SEN,1990,184000000
Senegal,SEN,1991,157000000
Senegal,SEN,1992,168000000
Senegal,SEN,1993,140000000
Senegal,SEN,1994,179000000
Senegal,SEN,1995,194000000
Senegal,SEN,1996,103000000
Senegal,SEN,1997,78000000
Senegal,SEN,1998,63000000
Senegal,SEN,1999,63000000
Senegal,SEN,2000,138000000
Senegal,SEN,2001,88000000
Senegal,SEN,2006,129000000
Senegal,SEN,2007,129000000
Serbia,SRB,1980,10392000000
Serbia,SRB,1981,10510000000
Serbia,SRB,1982,11265000000
Serbia,SRB,1983,11643000000
Serbia,SRB,1984,11734000000
Serbia,SRB,1985,11999000000
Serbia,SRB,1986,12399000000
Serbia,SRB,1987,11827000000
Serbia,SRB,1988,11449000000
Serbia,SRB,1989,11653000000
Serbia,SRB,1990,11325000000
Serbia,SRB,1991,3582000000
Serbia,SRB,1992,2578000000
Serbia,SRB,1993,2657000000
Serbia,SRB,1994,2786000000
Serbia,SRB,1995,2327000000
Serbia,SRB,1996,1660000000
Serbia,SRB,1997,1545000000
Serbia,SRB,1998,1716000000
Serbia,SRB,1999,851000000
Serbia,SRB,2000,1387000000
Serbia,SRB,2001,1170000000
Serbia,SRB,2002,1023000000
Serbia,SRB,2003,903000000
Serbia,SRB,2004,985000000
Serbia,SRB,2005,974000000
Serbia,SRB,2006,954000000
Serbia,SRB,2007,762000000
Serbia,SRB,2008,749000000
Serbia,SRB,2009,683000000
Serbia,SRB,2010,658000000
Serbia,SRB,2011,691000000
Serbia,SRB,2012,801000000
Serbia,SRB,2013,777000000
Serbia,SRB,2014,617000000
Serbia,SRB,2015,980000000
Slovakia,SVK,1993,4569000000
Slovakia,SVK,1994,4548000000
Slovakia,SVK,1995,4202000000
Slovakia,SVK,1996,3769000000
Slovakia,SVK,1997,3095000000
Slovakia,SVK,1998,3116000000
Slovakia,SVK,1999,2968000000
Slovakia,SVK,2000,2870000000
Slovakia,SVK,2001,2805000000
Slovakia,SVK,2002,2682000000
Slovakia,SVK,2003,2316000000
Slovakia,SVK,2004,2227000000
Slovakia,SVK,2005,2166000000
Slovakia,SVK,2006,2194000000
Slovakia,SVK,2007,2148000000
Slovakia,SVK,2008,2279000000
Slovakia,SVK,2009,2247000000
Slovakia,SVK,2010,2291000000
Slovakia,SVK,2011,2413000000
Slovakia,SVK,2013,2421950000
Slovakia,SVK,2014,2503130000
Slovakia,SVK,2015,3081250000
Slovakia,SVK,2016,3193720000
Slovenia,SVN,1980,1436000000
Slovenia,SVN,1981,1458000000
Slovenia,SVN,1982,1565000000
Slovenia,SVN,1983,1565000000
Slovenia,SVN,1984,1594000000
Slovenia,SVN,1985,1667000000
Slovenia,SVN,1986,1698000000
Slovenia,SVN,1987,1595000000
Slovenia,SVN,1988,1552000000
Slovenia,SVN,1989,1542000000
Slovenia,SVN,1990,1429000000
Slovenia,SVN,1991,834000000
Slovenia,SVN,1992,547000000
Slovenia,SVN,1993,566400000
Slovenia,SVN,1994,590000000
Slovenia,SVN,1995,595000000
Slovenia,SVN,1996,600000000
Slovenia,SVN,1997,616000000
Slovenia,SVN,1998,646000000
Slovenia,SVN,1999,623000000
Slovenia,SVN,2000,705000000
Slovenia,SVN,2001,715000000
Slovenia,SVN,2002,749000000
Slovenia,SVN,2003,777000000
Slovenia,SVN,2004,764000000
Slovenia,SVN,2005,777000000
Slovenia,SVN,2006,793000000
Slovenia,SVN,2007,812000000
Slovenia,SVN,2008,834000000
Slovenia,SVN,2009,840000000
Slovenia,SVN,2010,813000000
Slovenia,SVN,2011,773000000
Slovenia,SVN,2012,742000000
Slovenia,SVN,2013,760300000
Slovenia,SVN,2014,696700000
Slovenia,SVN,2015,709300000
Slovenia,SVN,2016,680100000
South Africa,ZAF,1981,20200652000
South Africa,ZAF,1982,20998384000
South Africa,ZAF,1983,20595086000
South Africa,ZAF,1984,20137247000
South Africa,ZAF,1985,18864538000
South Africa,ZAF,1986,17826163000
South Africa,ZAF,1987,15421668000
South Africa,ZAF,1988,11894000000
South Africa,ZAF,1989,11357000000
South Africa,ZAF,1990,10641000000
South Africa,ZAF,1991,9348000000
South Africa,ZAF,1992,8905000000
South Africa,ZAF,1993,8226000000
South Africa,ZAF,1994,8394000000
South Africa,ZAF,1995,9045000000
South Africa,ZAF,1996,9585000000
South Africa,ZAF,1997,10776000000
South Africa,ZAF,1998,10934000000
South Africa,ZAF,1999,11564000000
South Africa,ZAF,2000,11890000000
South Africa,ZAF,2001,11747000000
South Africa,ZAF,2007,13864979578
South Africa,ZAF,2008,13865000000
South Africa,ZAF,2009,13865000000
South Africa,ZAF,2010,18865000000
South Africa,ZAF,2014,14689000000
South Asia,,1980,10792321000
South Asia,,1981,10933661500
South Asia,,1982,12228873000
South Asia,,1983,12285317500
South Asia,,1984,11918948500
South Asia,,1985,11427451000
South Asia,,1986,11473481500
South Asia,,1987,11796826000
South Asia,,1988,12035003500
South Asia,,1989,12721422500
South Asia,,1990,12275275500
South Asia,,1991,11752891000
South Asia,,1992,11097098000
South Asia,,1993,10477604000
South Asia,,1994,10796104000
South Asia,,1995,11118622500
South Asia,,1996,11329307000
South Asia,,1997,11484749500
South Asia,,1998,11226000000
South Asia,,1999,11460500000
South Asia,,2000,18495000000
South Asia,,2001,19590000000
South Asia,,2002,20783000000
South Asia,,2003,13466550000
South Asia,,2004,13864550000
South Asia,,2005,13863500000
South Asia,,2006,15151500000
South Asia,,2007,25621000000
South Asia,,2008,15170000000
South Asia,,2009,24731000000
South Asia,,2010,24731000000
South Asia,,2011,20619000000
South Asia,,2012,20619000000
South Asia,,2013,20619000000
South Asia,,2014,19779000000
South Asia (IDA & IBRD),,1980,10792321000
South Asia (IDA & IBRD),,1981,10933661500
South Asia (IDA & IBRD),,1982,12228873000
South Asia (IDA & IBRD),,1983,12285317500
South Asia (IDA & IBRD),,1984,11918948500
South Asia (IDA & IBRD),,1985,11427451000
South Asia (IDA & IBRD),,1986,11473481500
South Asia (IDA & IBRD),,1987,11796826000
South Asia (IDA & IBRD),,1988,12035003500
South Asia (IDA & IBRD),,1989,12721422500
South Asia (IDA & IBRD),,1990,12275275500
South Asia (IDA & IBRD),,1991,11752891000
South Asia (IDA & IBRD),,1992,11097098000
South Asia (IDA & IBRD),,1993,10477604000
South Asia (IDA & IBRD),,1994,10796104000
South Asia (IDA & IBRD),,1995,11118622500
South Asia (IDA & IBRD),,1996,11329307000
South Asia (IDA & IBRD),,1997,11484749500
South Asia (IDA & IBRD),,1998,11226000000
South Asia (IDA & IBRD),,1999,11460500000
South Asia (IDA & IBRD),,2000,18495000000
South Asia (IDA & IBRD),,2001,19590000000
South Asia (IDA & IBRD),,2002,20783000000
South Asia (IDA & IBRD),,2003,13466550000
South Asia (IDA & IBRD),,2004,13864550000
South Asia (IDA & IBRD),,2005,13863500000
South Asia (IDA & IBRD),,2006,15151500000
South Asia (IDA & IBRD),,2007,25621000000
South Asia (IDA & IBRD),,2008,15170000000
South Asia (IDA & IBRD),,2009,24731000000
South Asia (IDA & IBRD),,2010,24731000000
South Asia (IDA & IBRD),,2011,20619000000
South Asia (IDA & IBRD),,2012,20619000000
South Asia (IDA & IBRD),,2013,20619000000
South Asia (IDA & IBRD),,2014,19779000000
South Korea,KOR,1980,21640000000
South Korea,KOR,1981,21551000000
South Korea,KOR,1982,21034000000
South Korea,KOR,1983,21688000000
South Korea,KOR,1984,21877000000
South Korea,KOR,1985,22596000000
South Korea,KOR,1986,23563000000
South Korea,KOR,1987,24457000000
South Korea,KOR,1988,25978000000
South Korea,KOR,1989,27390000000
South Korea,KOR,1990,29863000000
South Korea,KOR,1991,31454000000
South Korea,KOR,1992,32218000000
South Korea,KOR,1993,31048000000
South Korea,KOR,1994,28859000000
South Korea,KOR,1995,29292000000
South Korea,KOR,1996,29580000000
South Korea,KOR,1997,30072000000
South Korea,KOR,1998,30409000000
South Korea,KOR,2000,28097000000
South Korea,KOR,2001,29288000000
South Korea,KOR,2002,28787000000
South Korea,KOR,2003,28562000000
South Korea,KOR,2004,28641000000
South Korea,KOR,2005,31004000000
South Korea,KOR,2006,31416000000
South Korea,KOR,2007,31596000000
South Korea,KOR,2008,32025000000
South Korea,KOR,2009,31298000000
South Korea,KOR,2010,33027000000
South Korea,KOR,2011,21603000000
South Korea,KOR,2012,21603000000
South Korea,KOR,2013,22626000000
South Korea,KOR,2014,23071000000
South Korea,KOR,2015,23450000000
South Korea,KOR,2016,23747000000
Spain,ESP,1980,13527000000
Spain,ESP,1981,14261000000
Spain,ESP,1982,14703000000
Spain,ESP,1983,15092000000
Spain,ESP,1984,15574000000
Spain,ESP,1985,15979000000
Spain,ESP,1986,15646000000
Spain,ESP,1987,15394000000
Spain,ESP,1988,15716000000
Spain,ESP,1989,14715000000
Spain,ESP,1990,15476000000
Spain,ESP,1991,15022000000
Spain,ESP,1992,16350000000
Spain,ESP,1993,15457000000
Spain,ESP,1994,14853000000
Spain,ESP,1995,15313000000
Spain,ESP,1996,15605000000
Spain,ESP,1997,16579000000
Spain,ESP,1998,17475000000
Spain,ESP,1999,18144000000
Spain,ESP,2000,19784000000
Spain,ESP,2001,20368000000
Spain,ESP,2002,20733000000
Spain,ESP,2003,20608000000
Spain,ESP,2004,20224000000
Spain,ESP,2005,21047000000
Spain,ESP,2006,21520000000
Spain,ESP,2007,21225000000
Spain,ESP,2008,23344000000
Spain,ESP,2009,22959000000
Spain,ESP,2010,22304000000
Spain,ESP,2011,22681000000
Spain,ESP,2012,22387000000
Spain,ESP,2013,23352970000
Spain,ESP,2014,24557820000
Spain,ESP,2015,25660340000
Spain,ESP,2016,26169090000
Sri Lanka,LKA,1980,3799000000
Sri Lanka,LKA,1981,2985400000
Sri Lanka,LKA,1982,3121300000
Sri Lanka,LKA,1983,2447200000
Sri Lanka,LKA,1984,2280200000
Sri Lanka,LKA,1985,2100800000.0000002
Sri Lanka,LKA,1986,1972800000
Sri Lanka,LKA,1987,2059000000
Sri Lanka,LKA,1988,1859000000
Sri Lanka,LKA,1989,1733900000
Sri Lanka,LKA,1990,2780900000
Sri Lanka,LKA,1991,2689700000
Sri Lanka,LKA,1992,2613400000
Sri Lanka,LKA,1993,2821600000
Sri Lanka,LKA,1994,3201000000
Sri Lanka,LKA,1995,3321000000
Sri Lanka,LKA,1996,3103000000
Sri Lanka,LKA,1997,3147000000
Sri Lanka,LKA,1998,3147000000
Sri Lanka,LKA,1999,3175200000
Sri Lanka,LKA,2003,4627100000
Sri Lanka,LKA,2004,4684100000
Sri Lanka,LKA,2005,4682000000
Sri Lanka,LKA,2006,4682000000
Sri Lanka,LKA,2008,4767000000
Sudan,SDN,1980,1100000000
Sudan,SDN,1981,1200000000
Sudan,SDN,1982,1200000000
Sudan,SDN,1983,1100000000
Sudan,SDN,1984,1000000000
Sudan,SDN,1985,800000000
Sudan,SDN,1986,800000000
Sudan,SDN,1991,501000000
Sudan,SDN,1995,220000000
Sudan,SDN,1997,174000000
Sudan,SDN,1999,120000000
Sudan,SDN,2000,205000000
Sudan,SDN,2001,90000000
Sudan,SDN,2002,73000000
Sudan,SDN,2004,52000000
Sudan,SDN,2005,40000000
Sudan,SDN,2006,40000000
Sudan,SDN,2007,40000000
Sudan,SDN,2008,34000000
Sudan,SDN,2011,25000000
Sudan,SDN,2012,13000000
Sudan,SDN,2013,7200000
Sudan,SDN,2014,81500000
Swaziland,SWZ,2008,400000
Swaziland,SWZ,2009,200000
Swaziland,SWZ,2010,300000
Swaziland,SWZ,2011,100000
Swaziland,SWZ,2012,100000
Swaziland,SWZ,2013,68000
Sweden,SWE,1980,6787000000
Sweden,SWE,1981,6851000000
Sweden,SWE,1982,6381000000
Sweden,SWE,1983,6460000000
Sweden,SWE,1984,6483000000
Sweden,SWE,1985,6586000000
Sweden,SWE,1986,6152000000
Sweden,SWE,1987,6013000000
Sweden,SWE,1988,6081000000
Sweden,SWE,1989,6060000000
Sweden,SWE,1990,6076000000
Sweden,SWE,1991,5524000000
Sweden,SWE,1992,5234000000
Sweden,SWE,1993,5830000000
Sweden,SWE,1994,5906000000
Sweden,SWE,1995,6219000000
Sweden,SWE,1996,6218000000
Sweden,SWE,1997,6814000000
Sweden,SWE,1998,6997000000
Sweden,SWE,1999,7434000000
Sweden,SWE,2000,6006000000
Sweden,SWE,2001,5575000000
Sweden,SWE,2002,5792000000
Sweden,SWE,2003,5733000000
Sweden,SWE,2004,5100000000
Sweden,SWE,2005,5673000000
Sweden,SWE,2006,5680000000
Sweden,SWE,2007,6467000000
Sweden,SWE,2008,7156000000
Sweden,SWE,2009,7038000000
Sweden,SWE,2010,6774000000
Sweden,SWE,2011,6431000000
Sweden,SWE,2012,6415000000
Sweden,SWE,2013,6006000000
Sweden,SWE,2014,6132000000
Sweden,SWE,2015,6292000000
Switzerland,CHE,1980,9167000000
Switzerland,CHE,1981,9086000000
Switzerland,CHE,1982,8956000000
Switzerland,CHE,1983,8950000000
Switzerland,CHE,1984,9032000000
Switzerland,CHE,1985,9381000000
Switzerland,CHE,1986,9325000000
Switzerland,CHE,1987,10680000000
Switzerland,CHE,1988,10790000000
Switzerland,CHE,1989,11021000000
Switzerland,CHE,1990,11049000000
Switzerland,CHE,1991,12371000000
Switzerland,CHE,1992,11818000000
Switzerland,CHE,1993,11670000000
Switzerland,CHE,1994,12085000000
Switzerland,CHE,1995,11712000000
Switzerland,CHE,1996,11662000000
Switzerland,CHE,1997,12386000000
Switzerland,CHE,1998,12485000000
Switzerland,CHE,1999,12615000000
Switzerland,CHE,2000,12835000000
Switzerland,CHE,2001,13365000000
Switzerland,CHE,2002,12332000000
Switzerland,CHE,2003,12290000000
Switzerland,CHE,2004,12375000000
Switzerland,CHE,2005,14277000000
Switzerland,CHE,2006,14863000000
Switzerland,CHE,2007,15771000000
Switzerland,CHE,2008,18367000000
Switzerland,CHE,2009,17417000000
Switzerland,CHE,2010,17609000000
Switzerland,CHE,2011,18021000000
Switzerland,CHE,2012,17738000000
Switzerland,CHE,2013,17997900000
Switzerland,CHE,2014,18554770000
Switzerland,CHE,2015,19177160000
Switzerland,CHE,2016,19280840000
Syrian Arab Republic,,1980,382000000
Syrian Arab Republic,,1981,424000000
Syrian Arab Republic,,1982,391000000
Syrian Arab Republic,,1983,466000000
Syrian Arab Republic,,1984,746000000
Syrian Arab Republic,,1985,905000000
Syrian Arab Republic,,1986,893000000
Syrian Arab Republic,,1987,1016040000
Syrian Arab Republic,,1988,1121000000
Syrian Arab Republic,,1989,1096000000
Syrian Arab Republic,,1990,1140000000
Syrian Arab Republic,,1991,1306000000
Syrian Arab Republic,,1992,1253000000
Syrian Arab Republic,,1993,854000000
Syrian Arab Republic,,1994,567000000
Syrian Arab Republic,,1995,492000000
Syrian Arab Republic,,1996,452000000
Syrian Arab Republic,,1997,292000000
Syrian Arab Republic,,1998,182000000
Syrian Arab Republic,,1999,187000000
Syrian Arab Republic,,2000,187000000
Syrian Arab Republic,,2001,304000000
Syrian Arab Republic,,2002,364000000
Syrian Arab Republic,,2003,528000000
Syrian Arab Republic,,2004,635000000
Syrian Arab Republic,,2005,607000000
Syrian Arab Republic,,2006,571200000
Syrian Arab Republic,,2007,744200000
Syrian Arab Republic,,2008,1120200000
Syrian Arab Republic,,2009,1120000000
Syrian Arab Republic,,2010,1120200000
Syrian Arab Republic,,2011,1857000000
Syrian Arab Republic,,2012,1857000000
Syrian Arab Republic,,2013,1857000000
Syrian Arab Republic,,2014,1857000000
Tajikistan,TJK,2005,50000000
Tajikistan,TJK,2006,50000000
Tajikistan,TJK,2008,53000000
Tajikistan,TJK,2009,45000000
Tajikistan,TJK,2010,33000000
Tajikistan,TJK,2011,32000000
Tajikistan,TJK,2012,24000000
Tajikistan,TJK,2013,24000000
Tajikistan,TJK,2014,24000000
Tajikistan,TJK,2016,18400000
Tanzania,TZA,1980,314325000
Tanzania,TZA,1981,877400000
Tanzania,TZA,1982,1151075000
Tanzania,TZA,1983,1345900000
Tanzania,TZA,1984,1438550000
Tanzania,TZA,1985,1433625000
Tanzania,TZA,1986,261225000.00000003
Tanzania,TZA,1987,397000000
Tanzania,TZA,1989,769400000
Tanzania,TZA,1990,584057000
Tanzania,TZA,1991,1354982000
Tanzania,TZA,1992,1359082000
Tanzania,TZA,1993,1727882663
Tanzania,TZA,1994,720859000
Tanzania,TZA,1995,1383000000
Tanzania,TZA,1996,586000000
Tanzania,TZA,1997,362000000
Tanzania,TZA,1998,244000000
Tanzania,TZA,1999,851700000
Tanzania,TZA,2000,946400000
Tanzania,TZA,2001,471000000
Tanzania,TZA,2002,445000000
Tanzania,TZA,2003,444000000
Tanzania,TZA,2004,471000000
Tanzania,TZA,2005,628000000
Tanzania,TZA,2006,325000000
Tanzania,TZA,2007,475000000
Thailand,THA,1980,8861000000
Thailand,THA,1981,9483000000
Thailand,THA,1982,9231000000
Thailand,THA,1983,9699000000
Thailand,THA,1984,9643000000
Thailand,THA,1985,9140000000
Thailand,THA,1986,9274000000
Thailand,THA,1987,9583000000
Thailand,THA,1988,10301000000
Thailand,THA,1989,10936000000
Thailand,THA,1990,11612000000
Thailand,THA,1991,12820000000
Thailand,THA,1992,14136000000
Thailand,THA,1993,14718000000
Thailand,THA,1994,13814000000
Thailand,THA,1995,12975000000
Thailand,THA,1996,12279000000
Thailand,THA,1997,11878000000
Thailand,THA,1998,10947000000
Thailand,THA,1999,9959000000
Thailand,THA,2000,9935000000
Thailand,THA,2001,10321000000
Thailand,THA,2002,10378000000
Thailand,THA,2003,10251000000
Thailand,THA,2004,9332000000
Thailand,THA,2005,9195000000
Thailand,THA,2006,9195000000
Thailand,THA,2008,8037000000
Thailand,THA,2009,8037000000
Thailand,THA,2010,8037000000
Thailand,THA,2011,7504000000
Thailand,THA,2012,7504000000
Thailand,THA,2013,7504000000
Thailand,THA,2014,7504000000
Tunisia,TUN,1980,862000000
Tunisia,TUN,1981,1011000000
Tunisia,TUN,1982,887000000
Tunisia,TUN,1983,802000000
Tunisia,TUN,1984,743000000
Tunisia,TUN,1985,743000000
Tunisia,TUN,1986,750000000
Tunisia,TUN,1987,798000000
Tunisia,TUN,1988,1014000000
Tunisia,TUN,1989,1037000000
Tunisia,TUN,1990,1019270000
Tunisia,TUN,1991,1020000000
Tunisia,TUN,1992,1078000000
Tunisia,TUN,1993,1057000000
Tunisia,TUN,1994,1038000000
Tunisia,TUN,1995,996000000
Tunisia,TUN,1996,988000000
Tunisia,TUN,1997,1095000000
Tunisia,TUN,1998,1128000000
Tunisia,TUN,1999,1197000000
Tunisia,TUN,2000,1257000000
Tunisia,TUN,2001,1281000000
Tunisia,TUN,2002,1265000000
Tunisia,TUN,2003,1242000000
Tunisia,TUN,2004,1293000000
Tunisia,TUN,2005,1294000000
Tunisia,TUN,2006,1407000000
Tunisia,TUN,2007,1487000000
Tunisia,TUN,2008,1487000000
Tunisia,TUN,2009,1493000000
Tunisia,TUN,2010,1493000000
Tunisia,TUN,2011,1534000000
